crop,par,node,time,unit,value
cotton,irrigation_yield,1|AFGHAN_SOUTH,year,kton DW/ Mha,205.825276135174
fodder,irrigation_yield,1|AFGHAN_SOUTH,year,kton DW/ Mha,3076.57247769454
fruit,irrigation_yield,1|AFGHAN_SOUTH,year,kton DW/ Mha,2156.62341775617
maize,irrigation_yield,1|AFGHAN_SOUTH,year,kton DW/ Mha,1669.78637116699
pulses,irrigation_yield,1|AFGHAN_SOUTH,year,kton DW/ Mha,523.160069018555
rice,irrigation_yield,1|AFGHAN_SOUTH,year,kton DW/ Mha,1208.90908278809
sugarcane,irrigation_yield,1|AFGHAN_SOUTH,year,kton DW/ Mha,2056.97753237587
vegetables,irrigation_yield,1|AFGHAN_SOUTH,year,kton DW/ Mha,1784.64566052246
wheat,irrigation_yield,1|AFGHAN_SOUTH,year,kton DW/ Mha,1446.02675327122
cotton,irrigation_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,203.777316443106
fodder,irrigation_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,2772.21102634922
fruit,irrigation_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,2100.23201044519
maize,irrigation_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,1514.77676608887
pulses,irrigation_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,489.375813427734
rice,irrigation_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,1187.52820334473
sugarcane,irrigation_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,2937.91617823648
vegetables,irrigation_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,1506.38491889648
wheat,irrigation_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,1240.26001111327
pulses,irrigation_yield,3|CHINA,year,kton DW/ Mha,562.524202883323
wheat,irrigation_yield,3|CHINA,year,kton DW/ Mha,718.61165025837
cotton,irrigation_yield,6|INDIA_WEST,year,kton DW/ Mha,215.367678623654
fodder,irrigation_yield,6|INDIA_WEST,year,kton DW/ Mha,1746.13328879735
fruit,irrigation_yield,6|INDIA_WEST,year,kton DW/ Mha,2083.81794521714
maize,irrigation_yield,6|INDIA_WEST,year,kton DW/ Mha,3539.54238239429
pulses,irrigation_yield,6|INDIA_WEST,year,kton DW/ Mha,1214.71591896922
rice,irrigation_yield,6|INDIA_WEST,year,kton DW/ Mha,2666.88014668697
sugarcane,irrigation_yield,6|INDIA_WEST,year,kton DW/ Mha,2482.70456841277
vegetables,irrigation_yield,6|INDIA_WEST,year,kton DW/ Mha,3787.43431287819
wheat,irrigation_yield,6|INDIA_WEST,year,kton DW/ Mha,2725.3369420329
cotton,irrigation_yield,7|INDIA_WEST,year,kton DW/ Mha,303.343931262697
fodder,irrigation_yield,7|INDIA_WEST,year,kton DW/ Mha,761.629726757813
fruit,irrigation_yield,7|INDIA_WEST,year,kton DW/ Mha,2095.3767511898
maize,irrigation_yield,7|INDIA_WEST,year,kton DW/ Mha,3081.53026134142
pulses,irrigation_yield,7|INDIA_WEST,year,kton DW/ Mha,494.419190625
rice,irrigation_yield,7|INDIA_WEST,year,kton DW/ Mha,2879.55384091719
sugarcane,irrigation_yield,7|INDIA_WEST,year,kton DW/ Mha,3404.13103196456
vegetables,irrigation_yield,7|INDIA_WEST,year,kton DW/ Mha,1538.90483291016
wheat,irrigation_yield,7|INDIA_WEST,year,kton DW/ Mha,1563.26421056724
cotton,irrigation_yield,8|INDIA_WEST,year,kton DW/ Mha,513.70150670059
fodder,irrigation_yield,8|INDIA_WEST,year,kton DW/ Mha,848.071044140625
fruit,irrigation_yield,8|INDIA_WEST,year,kton DW/ Mha,1907.54135276098
maize,irrigation_yield,8|INDIA_WEST,year,kton DW/ Mha,4345.14898065828
pulses,irrigation_yield,8|INDIA_WEST,year,kton DW/ Mha,473.785162426758
rice,irrigation_yield,8|INDIA_WEST,year,kton DW/ Mha,1144.44889519043
sugarcane,irrigation_yield,8|INDIA_WEST,year,kton DW/ Mha,8174.23165226559
vegetables,irrigation_yield,8|INDIA_WEST,year,kton DW/ Mha,1378.47008671875
wheat,irrigation_yield,8|INDIA_WEST,year,kton DW/ Mha,1380.07762264121
cotton,irrigation_yield,9|INDIA_EAST,year,kton DW/ Mha,1002.21015837974
fodder,irrigation_yield,9|INDIA_EAST,year,kton DW/ Mha,1013.45323710937
fruit,irrigation_yield,9|INDIA_EAST,year,kton DW/ Mha,1957.25511325592
maize,irrigation_yield,9|INDIA_EAST,year,kton DW/ Mha,4002.55262346775
pulses,irrigation_yield,9|INDIA_EAST,year,kton DW/ Mha,428.69323762207
rice,irrigation_yield,9|INDIA_EAST,year,kton DW/ Mha,3350.83837718996
sugarcane,irrigation_yield,9|INDIA_EAST,year,kton DW/ Mha,12364.6621869653
vegetables,irrigation_yield,9|INDIA_EAST,year,kton DW/ Mha,2679.37786769039
wheat,irrigation_yield,9|INDIA_EAST,year,kton DW/ Mha,3409.31580408453
fodder,irrigation_yield,10|INDIA_WEST,year,kton DW/ Mha,819.570215022345
maize,irrigation_yield,10|INDIA_WEST,year,kton DW/ Mha,896.439636111456
pulses,irrigation_yield,10|INDIA_WEST,year,kton DW/ Mha,677.447497633663
vegetables,irrigation_yield,10|INDIA_WEST,year,kton DW/ Mha,1914.94360289286
wheat,irrigation_yield,10|INDIA_WEST,year,kton DW/ Mha,1495.30756798614
pulses,irrigation_yield,11|INDIA_WEST,year,kton DW/ Mha,671.949067933031
vegetables,irrigation_yield,11|INDIA_WEST,year,kton DW/ Mha,1543.09808687468
wheat,irrigation_yield,11|INDIA_WEST,year,kton DW/ Mha,1392.7583838371
cotton,irrigation_yield,12|PAKISTAN,year,kton DW/ Mha,762.328398121684
fodder,irrigation_yield,12|PAKISTAN,year,kton DW/ Mha,2161.13520844218
fruit,irrigation_yield,12|PAKISTAN,year,kton DW/ Mha,1511.43554049214
maize,irrigation_yield,12|PAKISTAN,year,kton DW/ Mha,3413.92401487686
pulses,irrigation_yield,12|PAKISTAN,year,kton DW/ Mha,447.350636425781
rice,irrigation_yield,12|PAKISTAN,year,kton DW/ Mha,1785.74191352407
sugarcane,irrigation_yield,12|PAKISTAN,year,kton DW/ Mha,8107.20484264581
vegetables,irrigation_yield,12|PAKISTAN,year,kton DW/ Mha,1252.95043601074
wheat,irrigation_yield,12|PAKISTAN,year,kton DW/ Mha,1443.48588612625
cotton,irrigation_yield,21|PAKISTAN,year,kton DW/ Mha,607.294088029403
fodder,irrigation_yield,21|PAKISTAN,year,kton DW/ Mha,1077.9523842041
maize,irrigation_yield,21|PAKISTAN,year,kton DW/ Mha,1802.57458515511
pulses,irrigation_yield,21|PAKISTAN,year,kton DW/ Mha,402.211102368164
rice,irrigation_yield,21|PAKISTAN,year,kton DW/ Mha,1559.53858533416
sugarcane,irrigation_yield,21|PAKISTAN,year,kton DW/ Mha,7408.61381548706
vegetables,irrigation_yield,21|PAKISTAN,year,kton DW/ Mha,1100.44450810547
wheat,irrigation_yield,21|PAKISTAN,year,kton DW/ Mha,1089.67700011653
fodder,irrigation_yield,22|PAKISTAN,year,kton DW/ Mha,1290.78420961773
maize,irrigation_yield,22|PAKISTAN,year,kton DW/ Mha,1454.29835389977
pulses,irrigation_yield,22|PAKISTAN,year,kton DW/ Mha,759.007775170057
vegetables,irrigation_yield,22|PAKISTAN,year,kton DW/ Mha,1286.34089047964
wheat,irrigation_yield,22|PAKISTAN,year,kton DW/ Mha,1480.95826872837
cotton,irrigation_yield,23|PAKISTAN,year,kton DW/ Mha,840.739723941964
fodder,irrigation_yield,23|PAKISTAN,year,kton DW/ Mha,2885.25110914926
fruit,irrigation_yield,23|PAKISTAN,year,kton DW/ Mha,880.205296508789
maize,irrigation_yield,23|PAKISTAN,year,kton DW/ Mha,3856.01243193557
pulses,irrigation_yield,23|PAKISTAN,year,kton DW/ Mha,476.590780151367
rice,irrigation_yield,23|PAKISTAN,year,kton DW/ Mha,1973.91949194001
sugarcane,irrigation_yield,23|PAKISTAN,year,kton DW/ Mha,7965.90479855569
vegetables,irrigation_yield,23|PAKISTAN,year,kton DW/ Mha,1463.81247575684
wheat,irrigation_yield,23|PAKISTAN,year,kton DW/ Mha,2098.76377643613
fodder,irrigation_yield,24|PAKISTAN,year,kton DW/ Mha,1572.0463110594
maize,irrigation_yield,24|PAKISTAN,year,kton DW/ Mha,1897.07510601133
pulses,irrigation_yield,24|PAKISTAN,year,kton DW/ Mha,827.049787427081
vegetables,irrigation_yield,24|PAKISTAN,year,kton DW/ Mha,2108.35493102794
wheat,irrigation_yield,24|PAKISTAN,year,kton DW/ Mha,1911.28066389498
cotton,irrigation_yield,13|PAKISTAN,year,kton DW/ Mha,870.649082216615
fodder,irrigation_yield,13|PAKISTAN,year,kton DW/ Mha,2650.82470174655
fruit,irrigation_yield,13|PAKISTAN,year,kton DW/ Mha,845.0419921875
maize,irrigation_yield,13|PAKISTAN,year,kton DW/ Mha,2398.75221867129
pulses,irrigation_yield,13|PAKISTAN,year,kton DW/ Mha,433.607313427734
rice,irrigation_yield,13|PAKISTAN,year,kton DW/ Mha,1415.09188165573
sugarcane,irrigation_yield,13|PAKISTAN,year,kton DW/ Mha,9305.54485293316
vegetables,irrigation_yield,13|PAKISTAN,year,kton DW/ Mha,1128.30433945313
wheat,irrigation_yield,13|PAKISTAN,year,kton DW/ Mha,1395.65055754292
cotton,irrigation_yield,14|PAKISTAN,year,kton DW/ Mha,831.703092830268
fodder,irrigation_yield,14|PAKISTAN,year,kton DW/ Mha,2724.01554335442
maize,irrigation_yield,14|PAKISTAN,year,kton DW/ Mha,1556.99165039063
pulses,irrigation_yield,14|PAKISTAN,year,kton DW/ Mha,412.773255175781
rice,irrigation_yield,14|PAKISTAN,year,kton DW/ Mha,1393.44329826955
sugarcane,irrigation_yield,14|PAKISTAN,year,kton DW/ Mha,9396.74225642969
vegetables,irrigation_yield,14|PAKISTAN,year,kton DW/ Mha,1054.64364147949
wheat,irrigation_yield,14|PAKISTAN,year,kton DW/ Mha,1344.34270759882
cotton,irrigation_yield,15|PAKISTAN,year,kton DW/ Mha,1692.67561626525
fodder,irrigation_yield,15|PAKISTAN,year,kton DW/ Mha,2787.15288664724
maize,irrigation_yield,15|PAKISTAN,year,kton DW/ Mha,5811.29234996551
pulses,irrigation_yield,15|PAKISTAN,year,kton DW/ Mha,428.195289331055
rice,irrigation_yield,15|PAKISTAN,year,kton DW/ Mha,3736.47813728919
sugarcane,irrigation_yield,15|PAKISTAN,year,kton DW/ Mha,21999.6799463111
vegetables,irrigation_yield,15|PAKISTAN,year,kton DW/ Mha,1596.52221534357
wheat,irrigation_yield,15|PAKISTAN,year,kton DW/ Mha,2422.78240752232
cotton,irrigation_yield,16|PAKISTAN,year,kton DW/ Mha,879.370402535598
fodder,irrigation_yield,16|PAKISTAN,year,kton DW/ Mha,2814.63637067808
fruit,irrigation_yield,16|PAKISTAN,year,kton DW/ Mha,908.246612548828
maize,irrigation_yield,16|PAKISTAN,year,kton DW/ Mha,2618.47687767387
pulses,irrigation_yield,16|PAKISTAN,year,kton DW/ Mha,420.411879492188
rice,irrigation_yield,16|PAKISTAN,year,kton DW/ Mha,1863.88210872869
sugarcane,irrigation_yield,16|PAKISTAN,year,kton DW/ Mha,9985.52186009242
vegetables,irrigation_yield,16|PAKISTAN,year,kton DW/ Mha,1357.92438925781
wheat,irrigation_yield,16|PAKISTAN,year,kton DW/ Mha,1344.30275140909
cotton,irrigation_yield,17|PAKISTAN,year,kton DW/ Mha,365.729686838213
fodder,irrigation_yield,17|PAKISTAN,year,kton DW/ Mha,2956.28707427472
fruit,irrigation_yield,17|PAKISTAN,year,kton DW/ Mha,927.121429907226
maize,irrigation_yield,17|PAKISTAN,year,kton DW/ Mha,1684.85066850586
pulses,irrigation_yield,17|PAKISTAN,year,kton DW/ Mha,456.427487329101
rice,irrigation_yield,17|PAKISTAN,year,kton DW/ Mha,1176.45621328125
sugarcane,irrigation_yield,17|PAKISTAN,year,kton DW/ Mha,5904.60453964608
vegetables,irrigation_yield,17|PAKISTAN,year,kton DW/ Mha,1527.9002611084
wheat,irrigation_yield,17|PAKISTAN,year,kton DW/ Mha,768.423967602539
cotton,irrigation_yield,18|PAKISTAN,year,kton DW/ Mha,845.27402357503
fodder,irrigation_yield,18|PAKISTAN,year,kton DW/ Mha,2599.15956413639
fruit,irrigation_yield,18|PAKISTAN,year,kton DW/ Mha,825.746148852539
maize,irrigation_yield,18|PAKISTAN,year,kton DW/ Mha,3144.70493927584
pulses,irrigation_yield,18|PAKISTAN,year,kton DW/ Mha,471.460567236328
rice,irrigation_yield,18|PAKISTAN,year,kton DW/ Mha,2188.20720770945
sugarcane,irrigation_yield,18|PAKISTAN,year,kton DW/ Mha,7843.72294296184
vegetables,irrigation_yield,18|PAKISTAN,year,kton DW/ Mha,1463.50184985352
wheat,irrigation_yield,18|PAKISTAN,year,kton DW/ Mha,1945.61005653456
cotton,irrigation_yield,19|PAKISTAN,year,kton DW/ Mha,621.700466854424
fodder,irrigation_yield,19|PAKISTAN,year,kton DW/ Mha,1893.45388978016
fruit,irrigation_yield,19|PAKISTAN,year,kton DW/ Mha,826.120063916015
maize,irrigation_yield,19|PAKISTAN,year,kton DW/ Mha,4241.53121111782
pulses,irrigation_yield,19|PAKISTAN,year,kton DW/ Mha,446.076096679687
rice,irrigation_yield,19|PAKISTAN,year,kton DW/ Mha,1154.50078359375
sugarcane,irrigation_yield,19|PAKISTAN,year,kton DW/ Mha,5831.20167941933
vegetables,irrigation_yield,19|PAKISTAN,year,kton DW/ Mha,1361.23347260742
wheat,irrigation_yield,19|PAKISTAN,year,kton DW/ Mha,2524.68444950485
cotton,irrigation_yield,20|PAKISTAN,year,kton DW/ Mha,454.707351225634
fodder,irrigation_yield,20|PAKISTAN,year,kton DW/ Mha,1069.20299597168
maize,irrigation_yield,20|PAKISTAN,year,kton DW/ Mha,1564.24407912598
pulses,irrigation_yield,20|PAKISTAN,year,kton DW/ Mha,425.177841577149
rice,irrigation_yield,20|PAKISTAN,year,kton DW/ Mha,1119.84135424805
sugarcane,irrigation_yield,20|PAKISTAN,year,kton DW/ Mha,9356.62667283947
vegetables,irrigation_yield,20|PAKISTAN,year,kton DW/ Mha,1099.57104294434
wheat,irrigation_yield,20|PAKISTAN,year,kton DW/ Mha,1369.72234229012
cotton,rain-fed_yield,1|AFGHAN_SOUTH,year,kton DW/ Mha,15.941501076805
fodder,rain-fed_yield,1|AFGHAN_SOUTH,year,kton DW/ Mha,935.001476219009
fruit,rain-fed_yield,1|AFGHAN_SOUTH,year,kton DW/ Mha,936.43377014704
maize,rain-fed_yield,1|AFGHAN_SOUTH,year,kton DW/ Mha,51.09375
pulses,rain-fed_yield,1|AFGHAN_SOUTH,year,kton DW/ Mha,19.5
vegetables,rain-fed_yield,1|AFGHAN_SOUTH,year,kton DW/ Mha,60.25
wheat,rain-fed_yield,1|AFGHAN_SOUTH,year,kton DW/ Mha,87.2554912846039
cotton,rain-fed_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,15.0665372702719
fodder,rain-fed_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,830.730478258311
fruit,rain-fed_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,749.94910071733
maize,rain-fed_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,36.453125
pulses,rain-fed_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,19.65625
rice,rain-fed_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,13.515625
vegetables,rain-fed_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,57.859375
wheat,rain-fed_yield,2|AFGHAN_NORTH,year,kton DW/ Mha,86.1890707940283
pulses,rain-fed_yield,3|CHINA,year,kton DW/ Mha,362.656822577594
wheat,rain-fed_yield,3|CHINA,year,kton DW/ Mha,463.20385632541
cotton,rain-fed_yield,6|INDIA_WEST,year,kton DW/ Mha,137.500217091031
fodder,rain-fed_yield,6|INDIA_WEST,year,kton DW/ Mha,1089.68922044642
fruit,rain-fed_yield,6|INDIA_WEST,year,kton DW/ Mha,1324.8718834292
maize,rain-fed_yield,6|INDIA_WEST,year,kton DW/ Mha,2214.89933030802
pulses,rain-fed_yield,6|INDIA_WEST,year,kton DW/ Mha,752.813688573393
rice,rain-fed_yield,6|INDIA_WEST,year,kton DW/ Mha,1177.34560884195
sugarcane,rain-fed_yield,6|INDIA_WEST,year,kton DW/ Mha,1417.68452996565
vegetables,rain-fed_yield,6|INDIA_WEST,year,kton DW/ Mha,2234.66498651486
wheat,rain-fed_yield,6|INDIA_WEST,year,kton DW/ Mha,1689.53391750604
cotton,rain-fed_yield,7|INDIA_WEST,year,kton DW/ Mha,185.338834287285
fodder,rain-fed_yield,7|INDIA_WEST,year,kton DW/ Mha,63.75
fruit,rain-fed_yield,7|INDIA_WEST,year,kton DW/ Mha,1261.85095059581
maize,rain-fed_yield,7|INDIA_WEST,year,kton DW/ Mha,729.259890951638
pulses,rain-fed_yield,7|INDIA_WEST,year,kton DW/ Mha,41.765625
rice,rain-fed_yield,7|INDIA_WEST,year,kton DW/ Mha,851.928428393178
sugarcane,rain-fed_yield,7|INDIA_WEST,year,kton DW/ Mha,1489.01276758162
vegetables,rain-fed_yield,7|INDIA_WEST,year,kton DW/ Mha,114.546875
wheat,rain-fed_yield,7|INDIA_WEST,year,kton DW/ Mha,261.397828697494
cotton,rain-fed_yield,8|INDIA_WEST,year,kton DW/ Mha,338.316649516248
fodder,rain-fed_yield,8|INDIA_WEST,year,kton DW/ Mha,67.90625
fruit,rain-fed_yield,8|INDIA_WEST,year,kton DW/ Mha,490.365990142608
maize,rain-fed_yield,8|INDIA_WEST,year,kton DW/ Mha,1504.44569983946
pulses,rain-fed_yield,8|INDIA_WEST,year,kton DW/ Mha,39.015625
rice,rain-fed_yield,8|INDIA_WEST,year,kton DW/ Mha,47.484375
sugarcane,rain-fed_yield,8|INDIA_WEST,year,kton DW/ Mha,4309.35079261125
vegetables,rain-fed_yield,8|INDIA_WEST,year,kton DW/ Mha,98.875
wheat,rain-fed_yield,8|INDIA_WEST,year,kton DW/ Mha,206.033499940754
cotton,rain-fed_yield,9|INDIA_EAST,year,kton DW/ Mha,1125.20472960764
fodder,rain-fed_yield,9|INDIA_EAST,year,kton DW/ Mha,72.703125
fruit,rain-fed_yield,9|INDIA_EAST,year,kton DW/ Mha,523.203087850709
maize,rain-fed_yield,9|INDIA_EAST,year,kton DW/ Mha,985.335185729323
pulses,rain-fed_yield,9|INDIA_EAST,year,kton DW/ Mha,30.9375
rice,rain-fed_yield,9|INDIA_EAST,year,kton DW/ Mha,595.914884919625
sugarcane,rain-fed_yield,9|INDIA_EAST,year,kton DW/ Mha,8187.28167565464
vegetables,rain-fed_yield,9|INDIA_EAST,year,kton DW/ Mha,363.978843548555
wheat,rain-fed_yield,9|INDIA_EAST,year,kton DW/ Mha,1651.69031248369
fodder,rain-fed_yield,10|INDIA_WEST,year,kton DW/ Mha,512.761226235302
maize,rain-fed_yield,10|INDIA_WEST,year,kton DW/ Mha,572.344653641415
pulses,rain-fed_yield,10|INDIA_WEST,year,kton DW/ Mha,426.823590553408
vegetables,rain-fed_yield,10|INDIA_WEST,year,kton DW/ Mha,1079.9496217358
wheat,rain-fed_yield,10|INDIA_WEST,year,kton DW/ Mha,925.261877508394
pulses,rain-fed_yield,11|INDIA_WEST,year,kton DW/ Mha,395.313124136713
vegetables,rain-fed_yield,11|INDIA_WEST,year,kton DW/ Mha,852.214887178784
wheat,rain-fed_yield,11|INDIA_WEST,year,kton DW/ Mha,862.240944675005
cotton,rain-fed_yield,12|PAKISTAN,year,kton DW/ Mha,650.494885571297
fodder,rain-fed_yield,12|PAKISTAN,year,kton DW/ Mha,1069.06418788276
fruit,rain-fed_yield,12|PAKISTAN,year,kton DW/ Mha,303.367548395512
maize,rain-fed_yield,12|PAKISTAN,year,kton DW/ Mha,671.058906197741
pulses,rain-fed_yield,12|PAKISTAN,year,kton DW/ Mha,31.4375
rice,rain-fed_yield,12|PAKISTAN,year,kton DW/ Mha,173.072372322112
sugarcane,rain-fed_yield,12|PAKISTAN,year,kton DW/ Mha,5227.88197892561
