basin_id,12/31/2015,12/31/2020,12/31/2025,12/31/2030,12/31/2035,12/31/2040,12/31/2045,12/31/2050,12/31/2055,12/31/2060,12/31/2065,12/31/2070,12/31/2075,12/31/2080,12/31/2085,12/31/2090,12/31/2095,12/31/2100
18,0.007296114,0.022222121,0.019490805,0.021541571,0.021263394,0.018860075,0.023358954,0.020534482,0.017812773,0.024021404,0.013631596,0.018941352,0.021886324,0.016236214,0.019477436,0.016892509,0.020136571,0.015266279
19,0.06862179,0.046986419,0.088920078,0.081452225,0.078705162,0.068947178,0.075275913,0.070265493,0.11156667,0.092387562,0.071568632,0.073223513,0.073274014,0.071485742,0.0651234,0.065018325,0.079362971,0.054215167
20,0.02367563,0.02183477,0.027265941,0.028609828,0.024083177,0.023532614,0.024310847,0.022689401,0.034094607,0.031382426,0.021532603,0.02698859,0.038367349,0.022758358,0.035021062,0.022764649,0.026927681,0.022015043
21,0.037319522,0.037887444,0.042870886,0.040372102,0.039830457,0.042082607,0.035910799,0.037532998,0.056471193,0.046359597,0.036555645,0.040989819,0.048644299,0.037546494,0.049938826,0.035860299,0.039727376,0.038604091
22,0.00783319,0.008142653,0.009443226,0.009446192,0.008611554,0.009049294,0.008331695,0.009247692,0.015784594,0.008154038,0.008731925,0.008469487,0.010450361,0.008321403,0.014873399,0.009121276,0.009383826,0.007560085
23,0.010965723,0.012761316,0.015625447,0.013398553,0.013891708,0.014330324,0.012517551,0.01346341,0.020700895,0.016909837,0.014001155,0.01335184,0.019582675,0.013343417,0.020124037,0.014660665,0.014659767,0.012709507
24,0.00446278,0.005192989,0.005886879,0.005531934,0.005783615,0.005955406,0.005572404,0.005486973,0.007397716,0.007186178,0.00540576,0.005699989,0.006182554,0.005826903,0.007154635,0.005981492,0.005574338,0.005216925
25,0.007330658,0.007635475,0.012375052,0.008415304,0.009835048,0.009159781,0.009204166,0.009595535,0.013234801,0.012670577,0.010248298,0.011171282,0.012756048,0.008162745,0.011920228,0.008239775,0.010868502,0.007784811
26,0.003438251,0.004961958,0.008746939,0.008109787,0.006491072,0.00572095,0.00586506,0.005629024,0.010802262,0.008553319,0.005448379,0.005343286,0.00886017,0.005003428,0.006562054,0.005628846,0.006241416,0.004165577
27,0.000915916,0.001393843,0.002127912,0.002012397,0.001952581,0.001631804,0.001714116,0.001794746,0.002539413,0.002494142,0.001641264,0.001657854,0.002306047,0.001557289,0.001675752,0.00151969,0.001906777,0.001360086
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.001436502,0.004375222,0.003837464,0.004241231,0.004186462,0.003713283,0.004599048,0.00404295,0.003507083,0.004729475,0.002683869,0.003729285,0.004309108,0.003196681,0.003834832,0.003325897,0.003964607,0.003005715
